Title,IMDb ID,Release Year,Genre,Cast,Synopsis,Rating,Runtime,Certificate,Number of Votes,Gross Revenue
Tarzan,tt0120855,1999,"Animation, Adventure, Comedy","Directors:, Chris Buck, , Kevin Lima, | ,     Stars:, Tony Goldwyn, , Minnie Driver, , Brian Blessed, , Glenn Close",A man raised by gorillas must decide where he really belongs when he discovers he is a human.,7.3,88 min,G,235399,"171,091,819"
This Is Spinal Tap,tt0088258,1984,"Comedy, Music","Director:, Rob Reiner, | ,     Stars:, Rob Reiner, , Michael McKean, , Christopher Guest, , Kimberly Stringer","Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour.",7.9,82 min,R,142983,"4,736,202"
Grease 2,tt0084021,1982,"Comedy, Music, Musical","Director:, Patricia Birch, | ,     Stars:, Michelle Pfeiffer, , Maxwell Caulfield, , Lorna Luft, , Maureen Teefy",A British student at a 1960s American high school must prove himself to the leader of a girls' gang whose members can only date greasers.,4.5,115 min,PG,37261,"15,171,476"
Beavis and Butt-Head,tt20859904,2022– ,"Animation, Comedy, Music","Stars:, Mike Judge, , Piotr Michael, , Chris Diamantopoulos, , Kosha Patel","The iconic animated duo are back and dumber than ever. The '90s pop-culture phenomenons return, voiced by creator Mike Judge, to confound common sense, torment each other, and showcase some of the dumbest comedy imaginable.",8.5,11 min,TV-14,2426,
Bill & Ted's Excellent Adventure,tt0096928,1989,"Adventure, Comedy, Music","Director:, Stephen Herek, | ,     Stars:, Keanu Reeves, , Alex Winter, , George Carlin, , Terry Camilleri","Two rock-'n-rolling teens, on the verge of failing their class, set out on a quest to make the ultimate school history report after being presented with a time machine.",6.9,90 min,PG,136142,"40,485,039"
High School Musical,tt0475293,2006 TV Movie,"Comedy, Drama, Family","Director:, Kenny Ortega, | ,     Stars:, Zac Efron, , Vanessa Hudgens, , Ashley Tisdale, , Lucas Grabeel",A popular high school athlete and an academically gifted girl get roles in the school musical and develop a friendship that threatens East High's social order.,5.5,98 min,TV-G,92127,
Dick Tracy,tt0099422,1990,"Action, Comedy, Crime","Director:, Warren Beatty, | ,     Stars:, Warren Beatty, , Madonna, , Al Pacino, , Charlie Korsmo",The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice's united mob.,6.2,105 min,PG,63805,"103,738,726"
Black Snake Moan,tt0462200,2006,"Drama, Music","Director:, Craig Brewer, | ,     Stars:, Christina Ricci, , Samuel L. Jackson, , Justin Timberlake, , S. Epatha Merkerson","A God-fearing bluesman takes to a wild young woman who, as a victim of childhood sexual abuse, looks everywhere for love, never quite finding it.",6.9,116 min,R,65305,"9,396,870"
Yesterday,tt8079248,III) (2019,"Comedy, Fantasy, Music","Director:, Danny Boyle, | ,     Stars:, Himesh Patel, , Lily James, , Sophia Di Martino, , Ellise Chappell",A struggling musician realizes he's the only person on Earth who can remember The Beatles after waking up in an alternate reality where they never existed.,6.8,116 min,PG-13,159201,"73,286,650"
The Piano Teacher,tt0254686,2001,"Drama, Music","Director:, Michael Haneke, | ,     Stars:, Isabelle Huppert, , Annie Girardot, , Benoît Magimel, , Susanne Lothar",A young man romantically pursues his masochistic piano teacher.,7.5,131 min,R,67768,"1,900,282"
